source,path,category,root_speed,airborne_frac,pelvis_low_frac,upper_lower_ratio,limb_energy
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/TalkingB_stageii.npz,Upper-Body Manipulation,0.006,0.0,0.0,4.492,0.11
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/TalkingE_stageii.npz,Upper-Body Manipulation,0.004,0.0,0.0,9.996,0.22
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/Run02_stageii.npz,Basic Locomotion,0.041,0.0,0.0,0.849,1.51
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/Walking02_A_stageii.npz,Basic Locomotion,0.054,0.0,0.0,1.834,0.29
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/Flute_stageii.npz,Upper-Body Manipulation,0.002,0.0,0.0,2.386,0.11
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/FingerTP_stageii.npz,Upper-Body Manipulation,0.001,0.0,0.0,5.416,0.04
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/SignC_stageii.npz,Upper-Body Manipulation,0.005,0.0,0.0,34.889,0.28
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/OK_D_stageii.npz,Upper-Body Manipulation,0.003,0.0,0.0,21.376,0.21
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/Talking01A_stageii.npz,Upper-Body Manipulation,0.005,0.0,0.0,18.298,0.19
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/DirectionA_stageii.npz,Upper-Body Manipulation,0.004,0.0,0.0,17.718,0.18
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/flute_3_stageii.npz,Upper-Body Manipulation,0.001,0.0,0.0,10.497,0.03
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/graspSphere_B_stageii.npz,Upper-Body Manipulation,0.018,0.0,0.0,18.105,0.98
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/OK_E_stageii.npz,Upper-Body Manipulation,0.006,0.0,0.0,34.56,0.39
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/OK_B_stageii.npz,Upper-Body Manipulation,0.006,0.0,0.0,23.049,0.5
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/graspLumbricalB_cl_stageii.npz,Upper-Body Manipulation,0.012,0.0,0.0,12.788,0.07
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/TPoseFingers_stageii.npz,Upper-Body Manipulation,0.001,0.0,0.0,7.882,0.05
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/graspSphere_stageii.npz,Upper-Body Manipulation,0.006,0.0,0.0,23.423,0.36
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/writing001_stageii.npz,Upper-Body Manipulation,0.006,0.0,0.0,10.308,0.21
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/BottleB_stageii.npz,Upper-Body Manipulation,0.007,0.0,0.0,6.641,0.56
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/Talking01B_stageii.npz,Upper-Body Manipulation,0.004,0.0,0.0,10.334,0.19
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/grasp2Pinch_1_stageii.npz,Upper-Body Manipulation,0.003,0.0,0.0,5.96,0.19
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/direction02_2_stageii.npz,Upper-Body Manipulation,0.003,0.0,0.0,10.69,0.18
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/writing001_2_stageii.npz,Upper-Body Manipulation,0.006,0.0,0.0,8.213,0.23
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/Walking02_B_stageii.npz,Upper-Body Manipulation,0.054,0.0,0.0,2.145,0.47
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_running_on_spot_stageii.npz,Agility / High-Dynamic,0.241,0.0,0.0,1.266,23.15
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_jiggle_on_toes_stageii.npz,Agility / High-Dynamic,0.111,0.0,0.0,1.419,10.21
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_one_leg_jump_stageii.npz,Agility / High-Dynamic,0.209,0.0,0.0,1.073,9.04
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_punching_stageii.npz,Upper-Body Manipulation,0.178,0.0,0.0,10.157,7.17
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_knees_stageii.npz,Basic Locomotion,0.087,0.0,0.0,0.395,1.71
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_hips_stageii.npz,Upper-Body Manipulation,0.128,0.0,0.0,3.521,1.3
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_chicken_wings_stageii.npz,Upper-Body Manipulation,0.038,0.0,0.0,16.375,7.26
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_light_hopping_stiff_stageii.npz,Basic Locomotion,0.074,0.0,0.0,1.181,5.72
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_shake_shoulders_stageii.npz,Upper-Body Manipulation,0.09,0.0,0.0,3.428,4.09
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_shake_arms_stageii.npz,Agility / High-Dynamic,0.07,0.0,0.0,29.538,13.33
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_one_leg_loose_stageii.npz,Agility / High-Dynamic,0.126,0.0,0.0,1.056,8.03
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_shake_hips_stageii.npz,Upper-Body Manipulation,0.084,0.0,0.0,2.044,6.09
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_light_hopping_loose_stageii.npz,Agility / High-Dynamic,0.127,0.0,0.0,1.374,8.92
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_chicken_wings_stageii.npz,Upper-Body Manipulation,0.035,0.0,0.0,14.069,6.97
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_running_on_spot_stageii.npz,Agility / High-Dynamic,0.15,0.0,0.0,1.213,20.37
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_shake_hips_stageii.npz,Agility / High-Dynamic,0.119,0.0,0.0,3.594,10.78
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_one_leg_loose_stageii.npz,Basic Locomotion,0.124,0.0,0.0,1.033,7.05
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_light_hopping_stiff_stageii.npz,Agility / High-Dynamic,0.115,0.0,0.0,1.071,10.48
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_hips_stageii.npz,Upper-Body Manipulation,0.083,0.0,0.0,2.462,0.63
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_jiggle_on_toes_stageii.npz,Basic Locomotion,0.057,0.0,0.0,1.509,7.85
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_one_leg_jump_stageii.npz,Agility / High-Dynamic,0.144,0.0,0.0,1.089,8.94
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_shake_arms_stageii.npz,Agility / High-Dynamic,0.03,0.0,0.0,31.446,10.14
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_shake_shoulders_stageii.npz,Upper-Body Manipulation,0.083,0.0,0.0,4.479,4.72
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_punching_stageii.npz,Upper-Body Manipulation,0.083,0.0,0.0,7.584,5.47
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_light_hopping_loose_stageii.npz,Agility / High-Dynamic,0.126,0.0,0.0,1.187,10.55
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_knees_stageii.npz,Basic Locomotion,0.066,0.0,0.0,0.445,1.45
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_jiggle_on_toes_stageii.npz,Upper-Body Manipulation,0.102,0.0,0.0,2.004,5.84
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_shake_hips_stageii.npz,Upper-Body Manipulation,0.189,0.0,0.0,2.272,5.75
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_chicken_wings_stageii.npz,Agility / High-Dynamic,0.062,0.0,0.0,19.084,10.27
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_light_hopping_loose_stageii.npz,Agility / High-Dynamic,0.111,0.0,0.0,1.438,8.12
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_punching_stageii.npz,Upper-Body Manipulation,0.099,0.0,0.0,7.099,5.9
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_running_on_spot_stageii.npz,Agility / High-Dynamic,0.21,0.0,0.0,1.406,19.11
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_one_leg_loose_stageii.npz,Basic Locomotion,0.115,0.0,0.0,0.898,7.3
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_hips_stageii.npz,Upper-Body Manipulation,0.208,0.0,0.0,2.185,0.92
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_jumping_jacks_stageii.npz,Agility / High-Dynamic,0.103,0.0,0.0,2.656,14.08
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_light_hopping_stiff_stageii.npz,Basic Locomotion,0.08,0.0,0.0,1.14,6.77
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_one_leg_jump_stageii.npz,Agility / High-Dynamic,0.192,0.009,0.0,0.909,10.08
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_running_on_spot_stageii.npz,Agility / High-Dynamic,0.237,0.0,0.0,0.649,10.65
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_shake_shoulders_stageii.npz,Upper-Body Manipulation,0.092,0.0,0.0,5.266,2.68
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_shake_arms_stageii.npz,Upper-Body Manipulation,0.047,0.0,0.0,17.427,3.24
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_punching_stageii.npz,Upper-Body Manipulation,0.162,0.0,0.0,7.003,4.11
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_jiggle_on_toes_stageii.npz,Basic Locomotion,0.082,0.0,0.0,1.146,4.17
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_jumping_jacks_stageii.npz,Upper-Body Manipulation,0.119,0.0,0.0,3.48,6.72
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_one_leg_jump_stageii.npz,Basic Locomotion,0.182,0.0,0.0,0.973,4.56
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_shake_hips_stageii.npz,Upper-Body Manipulation,0.16,0.0,0.0,3.984,4.99
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_light_hopping_loose_stageii.npz,Basic Locomotion,0.118,0.0,0.0,1.058,6.31
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_light_hopping_stiff_stageii.npz,Basic Locomotion,0.105,0.0,0.0,1.175,3.72
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_chicken_wings_stageii.npz,Upper-Body Manipulation,0.054,0.0,0.0,20.005,4.24
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_knees_stageii.npz,Basic Locomotion,0.251,0.0,0.0,0.717,1.82
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_hips_stageii.npz,Upper-Body Manipulation,0.187,0.0,0.0,2.284,0.82
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_one_leg_loose_stageii.npz,Basic Locomotion,0.268,0.0,0.0,1.012,3.95
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_running_on_spot_stageii.npz,Agility / High-Dynamic,0.358,0.0,0.0,1.255,16.61
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_hips_stageii.npz,Upper-Body Manipulation,0.187,0.0,0.0,2.279,0.95
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_light_hopping_stiff_stageii.npz,Basic Locomotion,0.055,0.0,0.0,1.291,3.69
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_light_hopping_loose_stageii.npz,Basic Locomotion,0.048,0.0,0.0,1.539,5.02
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_jiggle_on_toes_stageii.npz,Basic Locomotion,0.103,0.0,0.0,1.945,7.28
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_knees_stageii.npz,Basic Locomotion,0.12,0.0,0.0,0.511,1.58
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_punching_stageii.npz,Upper-Body Manipulation,0.104,0.0,0.0,9.12,4.78
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_shake_hips_stageii.npz,Agility / High-Dynamic,0.138,0.0,0.0,3.725,8.97
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_jumping_jacks_stageii.npz,Agility / High-Dynamic,0.096,0.0,0.0,2.734,13.7
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_shake_shoulders_stageii.npz,Upper-Body Manipulation,0.139,0.0,0.0,4.432,5.35
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_shake_arms_stageii.npz,Agility / High-Dynamic,0.051,0.0,0.0,39.492,9.57
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_one_leg_jump_stageii.npz,Basic Locomotion,0.146,0.0,0.0,1.079,6.91
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_one_leg_loose_stageii.npz,Basic Locomotion,0.147,0.0,0.0,1.095,5.31
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_chicken_wings_stageii.npz,Upper-Body Manipulation,0.031,0.0,0.0,23.626,6.57
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_jiggle_on_toes_stageii.npz,Agility / High-Dynamic,0.164,0.0,0.0,2.646,10.82
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_shake_arms_stageii.npz,Upper-Body Manipulation,0.053,0.0,0.0,11.319,3.65
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_shake_shoulders_stageii.npz,Upper-Body Manipulation,0.19,0.0,0.0,4.488,5.5
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_light_hopping_stiff_stageii.npz,Basic Locomotion,0.086,0.0,0.0,1.375,6.87
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_knees_stageii.npz,Basic Locomotion,0.047,0.0,0.0,0.539,1.23
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_light_hopping_loose_stageii.npz,Agility / High-Dynamic,0.093,0.0,0.0,2.354,8.36
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_one_leg_jump_stageii.npz,Agility / High-Dynamic,0.157,0.0,0.0,0.882,11.0
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_shake_hips_stageii.npz,Agility / High-Dynamic,0.202,0.0,0.0,2.175,11.65
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_punching_stageii.npz,Upper-Body Manipulation,0.229,0.0,0.0,5.981,5.04
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_jumping_jacks_stageii.npz,Agility / High-Dynamic,0.117,0.0,0.0,3.085,11.86
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_one_leg_loose_stageii.npz,Basic Locomotion,0.096,0.0,0.0,0.865,6.45
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_running_on_spot_stageii.npz,Agility / High-Dynamic,0.251,0.0,0.0,1.484,17.25
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_chicken_wings_stageii.npz,Upper-Body Manipulation,0.065,0.0,0.0,12.273,6.57
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_hips_stageii.npz,Upper-Body Manipulation,0.135,0.0,0.0,2.571,0.66
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50022/50022_jiggle_on_toes_stageii.npz,Upper-Body Manipulation,0.101,0.0,0.0,2.565,7.53
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50022/50022_knees_stageii.npz,Basic Locomotion,0.099,0.0,0.0,0.702,2.14
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50022/50022_running_on_spot_stageii.npz,Agility / High-Dynamic,0.223,0.0,0.0,1.366,21.58
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50022/50022_light_hopping_loose_stageii.npz,Basic Locomotion,0.177,0.0,0.0,1.279,6.78
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50022/50022_light_hopping_stiff_stageii.npz,Basic Locomotion,0.066,0.0,0.0,1.157,6.21
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50022/50022_shake_arms_stageii.npz,Upper-Body Manipulation,0.035,0.0,0.0,24.779,7.07
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50022/50022_hips_stageii.npz,Upper-Body Manipulation,0.242,0.0,0.0,2.213,1.05
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50022/50022_shake_shoulders_stageii.npz,Upper-Body Manipulation,0.147,0.0,0.0,4.69,6.03
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50022/50022_jumping_jacks_stageii.npz,Agility / High-Dynamic,0.145,0.0,0.0,2.53,14.72
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50022/50022_one_leg_jump_stageii.npz,Basic Locomotion,0.175,0.0,0.0,1.126,7.62
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50022/50022_one_leg_loose_stageii.npz,Basic Locomotion,0.133,0.0,0.0,1.169,7.02
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50022/50022_punching_stageii.npz,Agility / High-Dynamic,0.155,0.0,0.0,7.244,8.88
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50022/50022_shake_hips_stageii.npz,Basic Locomotion,0.136,0.0,0.0,1.992,6.98
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50007/50007_chicken_wings_stageii.npz,Upper-Body Manipulation,0.033,0.0,0.0,9.856,3.88
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50007/50007_knees_stageii.npz,Basic Locomotion,0.055,0.0,0.0,0.32,1.41
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50007/50007_light_hopping_loose_stageii.npz,Upper-Body Manipulation,0.094,0.0,0.0,2.022,5.82
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50007/50007_one_leg_jump_stageii.npz,Basic Locomotion,0.122,0.0,0.0,0.959,7.11
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50007/50007_shake_arms_stageii.npz,Upper-Body Manipulation,0.047,0.0,0.0,22.451,5.09
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50007/50007_light_hopping_stiff_stageii.npz,Basic Locomotion,0.06,0.0,0.0,1.237,3.22
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50007/50007_punching_stageii.npz,Upper-Body Manipulation,0.079,0.0,0.0,10.854,2.26
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50007/50007_shake_hips_stageii.npz,Upper-Body Manipulation,0.123,0.0,0.0,2.001,2.35
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50007/50007_shake_shoulders_stageii.npz,Upper-Body Manipulation,0.135,0.0,0.0,5.5,2.81
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50007/50007_running_on_spot_stageii.npz,Agility / High-Dynamic,0.175,0.0,0.0,1.391,9.86
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50007/50007_jumping_jacks_stageii.npz,Agility / High-Dynamic,0.117,0.0,0.0,2.857,12.82
