source,path,category,subject_id,n_frames,has_nan,foot_skate,ground_pen,float_gap,max_jerk,max_speed,bone_cv,mean_speed,static_flag,outlier_flag,qc_pass,fail_reasons,split
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_running_on_spot_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,166,0,0.6201125232885352,0.009711498421366222,0.017472132605392987,1670.5061511962401,5.743813471669395,2.1768349385049618e-16,1.1543838492535892,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_shake_hips_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,98,0,0.2460909206561151,0.0043476811217493284,0.004146809409969199,1138.3386908698199,3.9924419207918573,1.9693154284587115e-16,0.5159357989069929,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_one_leg_loose_stageii.npz,Basic Locomotion,DFaust/DFaust,123,0,0.1762122550810536,0.003468555913671152,0.014396467886505948,491.16116373186196,2.494828575132665,2.6900199613257413e-16,0.5197413874311448,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_light_hopping_stiff_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,95,0,0.24054243671770598,0.0030302283270249217,0.019313302683690248,852.0287703807843,1.5932270738936227,3.2575138967483663e-16,0.6280209729020013,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_hips_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,446,0,0.027805142950781823,0.0012512942286614648,0.004742059482827188,100.86343156183857,0.4353744779508817,1.8821495689145904e-16,0.09855179492984331,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_jiggle_on_toes_stageii.npz,Basic Locomotion,DFaust/DFaust,116,0,0.13052427249435594,0.003071162034231828,0.007613119906432597,579.8230222083121,3.2417735597398,2.370758519245748e-16,0.3906516253414367,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_shake_arms_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,100,0,0.03635939840252986,0.0032955559356641208,0.002029874637556661,2305.8303891991845,4.820341273281895,2.572249617641986e-16,0.4901376671735422,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_shake_shoulders_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,118,0,0.1064612856369073,0.0018886969779611995,0.002554248559911265,585.0479244240435,1.5703660841404465,2.4463755683529507e-16,0.263788057029156,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_punching_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,100,0,0.06694548803918088,0.001253760586309235,0.0047124843402494565,1765.706252912751,6.8583087225347406,2.3433009491933206e-16,0.35555679142982183,0,1,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_light_hopping_loose_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,110,0,0.26946515439209295,0.0036416329541158177,0.020058118090052368,815.538561275605,1.955757392631867,2.441806192199384e-16,0.7505674423367369,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_knees_stageii.npz,Basic Locomotion,DFaust/DFaust,626,0,0.10583577752992374,0.001214277970073424,0.009027668081460438,529.7601164873265,7.861936301097897,2.376591028562928e-16,0.13425819757459326,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_jiggle_on_toes_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,123,0,0.07189077049406692,0.011842842257551082,0.00720458493585141,543.030306682807,2.320838418982113,3.0257790822204045e-16,0.3271356470489112,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_shake_hips_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,126,0,0.17963079198904566,0.0033070976881239555,0.004307878943865473,490.84077559489975,3.649928354589262,3.444960871127544e-16,0.34058385444128425,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_chicken_wings_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,106,0,0.040902724729349436,0.003837581294020337,0.004234033556004713,2709.0864325439297,5.032665122990315,2.319624836858075e-16,0.4805444986484272,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_punching_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,100,0,0.07421723107191652,0.0029404943306609466,0.007406631809393771,1894.5477528243114,6.3576894918443445,2.0994392866450483e-16,0.35868292544436675,0,1,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_running_on_spot_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,149,0,0.376247181835291,0.007946907247229849,0.016166992273512037,3984.7996351703246,8.627700095967935,3.1643170905009963e-16,0.925753963733092,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_one_leg_loose_stageii.npz,Basic Locomotion,DFaust/DFaust,90,0,0.16525634441293868,0.005082714261641689,0.012139817122075125,609.2479264717623,1.737108493845108,2.2867358052646947e-16,0.44973465841776167,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_hips_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,275,0,0.022831521503515466,0.006737815654003696,0.0056541498366763365,113.27745278664617,0.5939936569806836,2.147129810423543e-16,0.15096932974193045,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_light_hopping_stiff_stageii.npz,Basic Locomotion,DFaust/DFaust,127,0,0.11207099486511668,0.0034828271672753554,0.015014406839797934,375.0171601035836,0.9237412726419247,4.026963763198923e-16,0.39872884518141644,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_one_leg_jump_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,115,0,0.14958650045790114,0.0047149757605850565,0.018963418180359626,786.4550609124188,3.6291308917807577,2.3311160014209136e-16,0.769655023437589,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_shake_arms_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,115,0,0.027845386501023858,0.001267348608768657,0.003984472931687244,378.13387112292486,2.3905485139070586,2.0324922614217434e-16,0.244760713852865,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_punching_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,152,0,0.07771613275387876,0.0015554215618634015,0.003667700723654299,643.6838057589068,4.954150950146279,2.140639843369026e-16,0.3870458355379718,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_jiggle_on_toes_stageii.npz,Basic Locomotion,DFaust/DFaust,120,0,0.08549169586953266,0.004009303368581738,0.010797185294779521,362.68881619259326,2.862708608050789,2.8714789040191495e-16,0.20644258686618766,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_jumping_jacks_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,231,0,0.1804497297496126,0.004071882262019965,0.013353773130556745,563.6940778133848,5.066710835075634,2.181832700963225e-16,0.6605612236565649,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_one_leg_jump_stageii.npz,Basic Locomotion,DFaust/DFaust,271,0,0.2462138591986971,0.012623321213735017,0.013864906128593035,533.5310857192121,2.0464644153411156,1.8920637758718339e-16,0.42089550615556465,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_shake_hips_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,122,0,0.15503150877385408,0.0034269531478169145,0.00562084945655561,429.01080260369207,2.998477552345862,2.3105382674403827e-16,0.3645566692990893,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_light_hopping_loose_stageii.npz,Basic Locomotion,DFaust/DFaust,117,0,0.13158579944188287,0.005477422918191031,0.01748295187590665,422.4198784068918,1.051443149903904,2.134353155976256e-16,0.41191145633023646,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_light_hopping_stiff_stageii.npz,Basic Locomotion,DFaust/DFaust,107,0,0.08632541221992185,0.005973917723870224,0.008550773648023924,269.9413112268378,0.8306534767419694,1.962843344535307e-16,0.2559379401248345,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_chicken_wings_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,108,0,0.02342632386723461,0.0011565772053411983,0.0016564530583147996,629.7646119905966,2.6391287234020466,2.040359925590348e-16,0.2814889094211401,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_knees_stageii.npz,Basic Locomotion,DFaust/DFaust,250,0,0.1838158396915123,0.0018891617555521878,0.005524142323575454,348.49790193795053,4.241814611160712,2.024530843271696e-16,0.2816092694477759,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_hips_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,349,0,0.025265084578228507,0.0020272581779008105,0.0026711728996061668,143.96932047978018,0.6156280364418883,2.2718230775027165e-16,0.1291958795847049,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50002/50002_one_leg_loose_stageii.npz,Basic Locomotion,DFaust/DFaust,132,0,0.2782844415152748,0.011720384561608448,0.010475472557459065,601.0319762488298,2.31098681456906,2.6515864642360176e-16,0.3179992029599628,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_hips_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,302,0,0.03668654726178368,0.0014839894570999124,0.005645527504379466,167.42347173558466,0.48934252167188796,2.2142501780311706e-16,0.134088321475324,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_light_hopping_stiff_stageii.npz,Basic Locomotion,DFaust/DFaust,155,0,0.07051870208292407,0.0022641733917857796,0.00924668483357638,202.82990358171267,0.7615373136923164,2.1085252210204665e-16,0.25315664505429764,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_light_hopping_loose_stageii.npz,Basic Locomotion,DFaust/DFaust,179,0,0.06826364876087787,0.0024706733106714205,0.011027297579444983,302.7052401388567,1.2562534739520863,1.9043303455857473e-16,0.366765432467149,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_jiggle_on_toes_stageii.npz,Basic Locomotion,DFaust/DFaust,120,0,0.16421133507826113,0.002633954336008817,0.008032496162689307,569.9045138407721,4.292621106417446,2.727212813254019e-16,0.38662946076224325,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_knees_stageii.npz,Basic Locomotion,DFaust/DFaust,366,0,0.1838619741698044,0.002091427497977083,0.010510702209466871,307.2413336087483,3.8244907367041585,2.31452000687807e-16,0.22325242262925737,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_punching_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,110,0,0.07441376180745192,0.0018130091616618382,0.004696603546945399,1218.8791191330863,4.689318725959066,2.2656917387797523e-16,0.3821863089195443,0,1,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_shake_hips_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,107,0,0.17459144000067542,0.002623830072242248,0.0035276465724003447,1269.7368514921493,5.77677528936079,2.196862218355121e-16,0.40302161603793546,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_shake_shoulders_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,99,0,0.07916143376739188,0.0007590027075067285,0.004119536573576776,1187.540319779346,2.6420778020644247,2.0154717598324282e-16,0.26080482515428666,0,1,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_one_leg_jump_stageii.npz,Basic Locomotion,DFaust/DFaust,123,0,0.1938548068781934,0.0022932692962932765,0.016676864122748047,902.4483159035346,1.9434709506170653,2.7178230324073805e-16,0.5835209064489857,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50004/50004_chicken_wings_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,113,0,0.04416945295246293,0.0019062571075536949,0.004750207479388591,1184.9470415089918,4.099184526474097,2.1710001223592784e-16,0.384569286029336,0,1,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_jiggle_on_toes_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,113,0,0.13206783867123867,0.0033513629705199666,0.00931430479023676,959.3508710464932,3.9125685630496214,2.2277530308716293e-16,0.5006498701468302,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_shake_arms_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,139,0,0.028641461960083388,0.0014946681309310362,0.0014165936647695387,1012.8383252438528,3.841317157480415,2.049016437808374e-16,0.21202252775259117,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_shake_shoulders_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,135,0,0.09926649829778411,0.0014919790137611244,0.006904823362140822,801.4080509674505,1.8492222188655834,2.675865989198318e-16,0.32710708323555326,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_light_hopping_stiff_stageii.npz,Basic Locomotion,DFaust/DFaust,100,0,0.07478453446152936,0.002170716354344736,0.011779785889818373,500.69534769510403,0.9884351932908708,2.0631591047810904e-16,0.3836266369950279,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_knees_stageii.npz,Basic Locomotion,DFaust/DFaust,401,0,0.12367842681389729,0.0017398527735639213,0.005034849818681297,221.04960879712252,3.282837009773881,2.2496592986371045e-16,0.16939047702360818,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_one_leg_jump_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,165,0,0.2515804310519935,0.007037972051871817,0.016184929129768322,1933.1391305269617,3.923638253410898,2.1327351798690339e-16,0.6972039777745113,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_shake_hips_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,119,0,0.3847080495756863,0.001691469477318308,0.010136664660691297,1125.8046090281332,3.805417128335981,2.3371695382208915e-16,0.606885376569503,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_punching_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,107,0,0.07877543413318419,0.0012864849838866732,0.0024069593117788113,1054.9166250406433,4.352323810153157,1.8413520741970253e-16,0.37339879262956494,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_jumping_jacks_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,172,0,0.3296580687189894,0.00396494856439329,0.020199904113713918,909.5426163853666,6.1100298529781405,2.4161388293647604e-16,1.0620517455114629,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_one_leg_loose_stageii.npz,Basic Locomotion,DFaust/DFaust,116,0,0.14960004390705528,0.002787427594373459,0.011120419844610041,623.6253662634749,1.7653727266608068,1.9944678660086897e-16,0.3904797977675076,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_running_on_spot_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,199,0,0.4543136814519574,0.009494603033106008,0.01757979482860872,2801.4731500033413,6.543930104909545,2.0233082049391102e-16,0.995190654794786,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_chicken_wings_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,112,0,0.044741259029265734,0.0025147289148584107,0.006043949357301126,1049.6156522562383,3.002138713621444,2.330174787821635e-16,0.37505609669627554,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50026/50026_hips_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,430,0,0.0241975342236892,0.0031409153228690767,0.004759007215857203,92.19935142377044,0.5545320257264335,2.171700903223902e-16,0.12728352670846255,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50022/50022_jiggle_on_toes_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,139,0,0.13004917565658325,0.002518829009131376,0.011032104898823336,800.365778874196,4.683961669656181,2.3217912615831564e-16,0.4071234122033963,0,0,1,,train
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50022/50022_knees_stageii.npz,Basic Locomotion,DFaust/DFaust,475,0,0.12492712157596822,0.012514352383803615,0.011946441457110435,394.3294897485417,5.990494403011477,2.7161319076022235e-16,0.2554027387277167,0,0,1,,train
