source,path,category,subject_id,n_frames,has_nan,foot_skate,ground_pen,float_gap,max_jerk,max_speed,bone_cv,mean_speed,static_flag,outlier_flag,qc_pass,fail_reasons
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/Typing01_B_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,376,0,0.0015255106890855845,0.0004824294849120857,0.00036111483560555616,15.896702558962346,0.25105320436333384,2.5086664045274466e-16,0.011603553351978472,1,0,0,static
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/V_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,991,0,0.0016089500634767738,0.00033636903586737113,0.0006124694935178421,31.651113292230594,1.1600003992389187,2.7369505320756977e-16,0.03239992726263153,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/SignD_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.0012599714091424965,6.529216813744645e-05,0.0003059501011967482,21.90264873421978,1.031884225511925,2.6639327448144724e-16,0.02518799345480306,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/WritingA_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.0038676433623071943,0.0008234188106526208,0.0005266058814309416,24.84569861373199,0.7815576138638253,2.558624558054733e-16,0.027065930217396478,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/BottleA_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.0005073570067564964,0.0001067305325366738,0.00028557104974154257,12.870662328878009,0.1791483696589548,2.5212773065101203e-16,0.005330354684287873,1,0,0,static
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/TalkingC_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.0026713338229637828,0.00029854858375013074,0.0008669449428171383,19.257354372419776,0.3790859742879265,2.719269931397639e-16,0.01994581246070806,1,0,0,static
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/TalkingA_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.0032121679388998564,0.00013764770989645615,0.0016493909628414799,13.678771253776992,0.49511296387117776,2.669898977764187e-16,0.01858554105831014,1,0,0,static
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/direction02_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,1038,0,0.0016740838336580933,0.0007041026880358936,0.0008062493511797122,65.84822822627712,0.7900488143464692,2.4920113672424723e-16,0.017419912508974636,1,0,0,static
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/TypingA_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.002664251963936676,0.0001793348305462114,0.0007324727741277529,39.335009120289094,0.2749538629227398,2.6952178131451764e-16,0.014840281626579183,1,0,0,static
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/Waving_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,1073,0,0.002570465220454062,0.0006411645531545074,0.000981431925809878,88.87296310089916,1.4462378483507319,2.466592173352953e-16,0.07449659954853288,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/ObjectB_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.002409305492294422,0.00018286013751031213,0.0013031082152888153,44.815198084723825,1.0279522921599702,2.7084087615116413e-16,0.057186549982975045,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/direction01_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,1374,0,0.002158078066408015,0.0010013654600676005,0.0020947705543297966,25.700802135866297,0.850948884983717,2.5018760265006236e-16,0.018387810534471475,1,0,0,static
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/writing001_1_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.0030838301509895335,0.00045029082036108364,0.00043993430195756605,16.271313199210308,0.5032818395253199,2.7885813300424867e-16,0.02020257139070345,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/TalkingB_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.0030002255167401837,0.00025522029679617315,0.0013934210848999904,14.064262188058244,0.44953510782999845,2.763729474671288e-16,0.016052292804479618,1,0,0,static
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/TalkingE_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.0029329901849741245,0.001438486346054332,0.003992963598385477,94.26100470865617,0.4488792192372549,2.7362677810982104e-16,0.022934950416018327,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/Run02_stageii.npz,Basic Locomotion,TCDHands/TCDHands,301,0,0.16677277164942386,0.0018759430011224473,0.011270085058071165,204.7120212757096,0.6577851701783564,2.841650342110089e-16,0.19076785306735236,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/Walking02_A_stageii.npz,Basic Locomotion,TCDHands/TCDHands,301,0,0.03281975385232819,0.0018902321819978044,0.003997852686772434,48.30030671276105,0.4840766625994061,3.143001795434547e-16,0.07676949122846546,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/Flute_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,1585,0,0.0019622265801778715,0.0006437036713886538,0.0015180628263415444,120.61754477826314,0.46475177627550057,2.1183716670176018e-16,0.004719672925785882,1,0,0,static
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/FingerTP_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,1224,0,0.0008485821906698223,0.00043154837532679397,0.0008392776780321663,6.123768269774554,0.07413444300329643,2.269492524086966e-16,0.0035890327020438157,1,0,0,static
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/SignC_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.0016734641430640048,0.0005325873364320222,0.0004913261808262327,43.32081999968182,0.9308035186972957,2.7318932012422383e-16,0.03807822972431323,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/OK_D_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,113,0,0.001738559971987465,8.075171561937947e-05,0.0003320552233818906,59.238966479784494,0.7809738681006074,2.3604879836313727e-16,0.027281652844771465,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/Talking01A_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,313,0,0.0019168431523867522,0.0032644308442938445,0.0015022610374912683,21.723531028609372,0.4865140430712329,2.568386771812313e-16,0.028349382741474458,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/DirectionA_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.0018006665793538412,0.0008354078452190751,0.000480952889131369,70.01776189103094,0.7180328497516668,2.612176415815487e-16,0.023896283211412298,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/flute_3_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.0003006671074886797,6.621413328446006e-05,0.0002922503042369958,4.907477873640492,0.04349719558293059,2.720995664281764e-16,0.003009209195660878,1,0,0,static
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/graspSphere_B_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.007485390494776696,0.0006835038471278525,0.0009089078729040724,395.258556010661,1.3021870269323481,2.637999524719852e-16,0.11350013055839478,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/OK_E_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,263,0,0.0021779557390184793,0.0007088992277330542,0.0008154232612333327,128.77988460712004,1.0923493211096411,2.406191036677807e-16,0.05294298394475675,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/OK_B_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,176,0,0.0031999599179806755,0.0008759968423619454,0.0010695127160263909,231.12559773249856,0.9500457383988838,2.429350061161703e-16,0.050843485808860785,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/graspLumbricalB_cl_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.0022196556841001924,0.0002997244466589888,0.0038346217830681067,11.83924476439909,0.43913676527020945,2.763260130337604e-16,0.02891554890884545,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/TPoseFingers_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,1797,0,0.0005574455972342136,0.0001903832883857731,0.0004021640103415748,10.073883448671213,0.16789607792906788,2.661657058182487e-16,0.0034392465049278755,1,0,0,static
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/graspSphere_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,2211,0,0.003053104106895688,0.002375823841527412,0.0017300056943263947,186.88678018811038,1.3236055453252784,2.352450984454038e-16,0.05326772159666144,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/writing001_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,1105,0,0.0032590051023404327,0.0032008862461348118,0.0009238251500262203,25.633693349579026,0.9934985211014122,2.349044441151802e-16,0.02783615413870126,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/BottleB_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.003981667048248451,0.000277232401601709,0.0016262075758030105,274.97606956836773,0.7265063899649752,2.7814331404330915e-16,0.022255614256529714,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/Talking01B_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,358,0,0.0026183327437425416,0.001921124495123401,0.004029586555346385,69.16438434632279,0.44211383324679104,2.2974908237247615e-16,0.020769056751033865,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/grasp2Pinch_1_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.0016512322664829727,0.0009302654084399516,0.001533852130942575,227.3977589484104,0.5489206284530995,2.713287808340865e-16,0.009732196037314516,1,0,0,static
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/direction02_2_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.0017792820537163314,0.0002601199945062721,0.0007948625512422813,170.89901079308098,0.6541063384945308,2.68518784499282e-16,0.018306288895376475,1,0,0,static
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/writing001_2_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.004198110399538038,0.00047739870587214933,0.0007226615033609565,21.86311579961338,0.7824223122681138,2.7907747817529693e-16,0.028615219511729826,0,0,1,
AMASS,../egodata/downloads/amass/extracted/TCDHands/TCDHands/ExperimentDatabase/Walking02_B_stageii.npz,Upper-Body Manipulation,TCDHands/TCDHands,301,0,0.044882319573031806,0.0015943997971467547,0.004535083146394267,130.7176297641766,0.5774919857662062,3.090005614283549e-16,0.10018542320960311,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_running_on_spot_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,124,0,0.4443990284413122,0.00857594355209732,0.01429563999696648,3508.058562882344,6.7545265384622395,2.7042134538219386e-16,1.170689573482726,0,1,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_jiggle_on_toes_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,101,0,0.22337990446430522,0.002495694780901281,0.011222619172610915,775.3662742230625,4.423259132276059,2.578828100517353e-16,0.5001082660524462,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_one_leg_jump_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,125,0,0.2526920080265479,0.0031735009756353218,0.017129848807152626,686.1096894215405,2.590327288177434,3.188450907031265e-16,0.6145223832278401,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_punching_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,102,0,0.09012198833596796,0.0017466646288632126,0.0031393450377067422,1745.2116198025537,6.527852152214658,2.492539289738899e-16,0.4815670583398031,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_knees_stageii.npz,Basic Locomotion,DFaust/DFaust,258,0,0.07487213472902142,0.00110551271335093,0.007544813260631222,286.9142478897557,3.1856818474533752,2.1971166011313064e-16,0.2407292828145729,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_hips_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,166,0,0.04408191997440511,0.0008594333686730681,0.004820357734572012,225.0235621074209,0.6048217163999502,2.148374847033648e-16,0.19192709915013673,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_chicken_wings_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,71,0,0.0518766770926236,0.0013691821532281878,0.003492108628541213,1468.4601796908553,3.4934323070579683,4.540491546579002e-16,0.40200500206931594,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_light_hopping_stiff_stageii.npz,Basic Locomotion,DFaust/DFaust,90,0,0.1134559059218422,0.0023446059031802524,0.008195294419796606,410.4630525029056,0.956028053579375,1.9052873044537498e-16,0.31967291298097916,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_shake_shoulders_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,72,0,0.143904154441163,0.0018944582549975952,0.0037907038992686104,505.3209652759653,1.3009317591505898,2.1169349105682567e-16,0.23556957118235242,0,1,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_shake_arms_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,87,0,0.058590107380376136,0.0018923881801545738,0.005501080678721237,3304.5565949900524,6.648245968277487,4.1880702614202697e-16,0.6594743474263226,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_one_leg_loose_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,83,0,0.23539380784392508,0.0036202419955137155,0.009824207535988339,650.7644967971677,2.0809847607753826,2.256007239042073e-16,0.51459313836723,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_shake_hips_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,116,0,0.2934080568003692,0.0024336806784010625,0.007092140655015955,748.0744589960725,3.1727282637721608,2.0416064277466256e-16,0.35663876915404424,0,1,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50020/50020_light_hopping_loose_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,87,0,0.16324619680611951,0.0017695536722514271,0.010605207102592606,563.774679922101,1.7107119498772603,4.0058339433092454e-16,0.5797411806898103,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_chicken_wings_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,105,0,0.047096533122971074,0.0013728492146076032,0.0035857479671486114,1444.1393383024551,3.5934631218612654,2.2412719035979366e-16,0.3397672405688084,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_running_on_spot_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,166,0,0.6201125232885352,0.009711498421366222,0.017472132605392987,1670.5061511962401,5.743813471669395,2.1768349385049618e-16,1.1543838492535892,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_shake_hips_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,98,0,0.2460909206561151,0.0043476811217493284,0.004146809409969199,1138.3386908698199,3.9924419207918573,1.9693154284587115e-16,0.5159357989069929,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_one_leg_loose_stageii.npz,Basic Locomotion,DFaust/DFaust,123,0,0.1762122550810536,0.003468555913671152,0.014396467886505948,491.16116373186196,2.494828575132665,2.6900199613257413e-16,0.5197413874311448,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_light_hopping_stiff_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,95,0,0.24054243671770598,0.0030302283270249217,0.019313302683690248,852.0287703807843,1.5932270738936227,3.2575138967483663e-16,0.6280209729020013,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_hips_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,446,0,0.027805142950781823,0.0012512942286614648,0.004742059482827188,100.86343156183857,0.4353744779508817,1.8821495689145904e-16,0.09855179492984331,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_jiggle_on_toes_stageii.npz,Basic Locomotion,DFaust/DFaust,116,0,0.13052427249435594,0.003071162034231828,0.007613119906432597,579.8230222083121,3.2417735597398,2.370758519245748e-16,0.3906516253414367,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_one_leg_jump_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,164,0,0.22497754748746496,0.005864992285685781,0.024531372688209596,693.4653700514134,2.0034353867079675,2.4406137903182057e-16,0.6506648507413814,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_shake_arms_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,100,0,0.03635939840252986,0.0032955559356641208,0.002029874637556661,2305.8303891991845,4.820341273281895,2.572249617641986e-16,0.4901376671735422,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_shake_shoulders_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,118,0,0.1064612856369073,0.0018886969779611995,0.002554248559911265,585.0479244240435,1.5703660841404465,2.4463755683529507e-16,0.263788057029156,0,1,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_punching_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,100,0,0.06694548803918088,0.001253760586309235,0.0047124843402494565,1765.706252912751,6.8583087225347406,2.3433009491933206e-16,0.35555679142982183,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_light_hopping_loose_stageii.npz,Agility / High-Dynamic,DFaust/DFaust,110,0,0.26946515439209295,0.0036416329541158177,0.020058118090052368,815.538561275605,1.955757392631867,2.441806192199384e-16,0.7505674423367369,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50025/50025_knees_stageii.npz,Basic Locomotion,DFaust/DFaust,626,0,0.10583577752992374,0.001214277970073424,0.009027668081460438,529.7601164873265,7.861936301097897,2.376591028562928e-16,0.13425819757459326,0,0,1,
AMASS,../egodata/downloads/amass/extracted/DFaust/DFaust/50009/50009_jiggle_on_toes_stageii.npz,Upper-Body Manipulation,DFaust/DFaust,123,0,0.07189077049406692,0.011842842257551082,0.00720458493585141,543.030306682807,2.320838418982113,3.0257790822204045e-16,0.3271356470489112,0,0,1,
